Round 1 - Start Time: 04.30 AM
Iteration 10 - 16th Oct : 05.18 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.18 AM
Iteration 2 - 16th Oct : 05.18 AM
Iteration 3 - 16th Oct : 05.18 AM
Iteration 4 - 16th Oct : 05.18 AM
Iteration 5 - 16th Oct : 05.18 AM
Iteration 6 - 16th Oct : 05.18 AM
Iteration 7 - 16th Oct : 05.18 AM
Iteration 8 - 16th Oct : 05.18 AM
Iteration 9 - 16th Oct : 05.18 AM
Iteration 10 - 16th Oct : 05.18 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.18 AM
Iteration 2 - 16th Oct : 05.18 AM
Iteration 3 - 16th Oct : 05.18 AM
Iteration 4 - 16th Oct : 05.18 AM
Iteration 5 - 16th Oct : 05.19 AM
Iteration 6 - 16th Oct : 05.19 AM
Iteration 7 - 16th Oct : 05.19 AM
Iteration 8 - 16th Oct : 05.19 AM
Iteration 9 - 16th Oct : 05.19 AM
Iteration 10 - 16th Oct : 05.19 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.19 AM
Iteration 2 - 16th Oct : 05.19 AM
Iteration 3 - 16th Oct : 05.19 AM
Iteration 4 - 16th Oct : 05.19 AM
Iteration 5 - 16th Oct : 05.19 AM
Iteration 6 - 16th Oct : 05.19 AM
Iteration 7 - 16th Oct : 05.19 AM
Iteration 8 - 16th Oct : 05.19 AM
Iteration 9 - 16th Oct : 05.19 AM
Iteration 10 - 16th Oct : 05.19 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.19 AM
Iteration 2 - 16th Oct : 05.19 AM
Iteration 3 - 16th Oct : 05.19 AM
Iteration 4 - 16th Oct : 05.19 AM
Iteration 5 - 16th Oct : 05.19 AM
Iteration 6 - 16th Oct : 05.19 AM
Iteration 7 - 16th Oct : 05.19 AM
Iteration 8 - 16th Oct : 05.19 AM
Iteration 9 - 16th Oct : 05.19 AM
Iteration 10 - 16th Oct : 05.19 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.19 AM
Iteration 2 - 16th Oct : 05.19 AM
Iteration 3 - 16th Oct : 05.19 AM
Iteration 4 - 16th Oct : 05.19 AM
Iteration 5 - 16th Oct : 05.19 AM
Iteration 6 - 16th Oct : 05.20 AM
Iteration 7 - 16th Oct : 05.20 AM
Iteration 8 - 16th Oct : 05.20 AM
Iteration 9 - 16th Oct : 05.20 AM
Iteration 10 - 16th Oct : 05.20 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.20 AM
Iteration 2 - 16th Oct : 05.20 AM
Iteration 3 - 16th Oct : 05.20 AM
Iteration 4 - 16th Oct : 05.20 AM
Iteration 5 - 16th Oct : 05.20 AM
Iteration 6 - 16th Oct : 05.20 AM
Iteration 7 - 16th Oct : 05.20 AM
Iteration 8 - 16th Oct : 05.20 AM
Iteration 9 - 16th Oct : 05.20 AM
Iteration 10 - 16th Oct : 05.20 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.20 AM
Iteration 2 - 16th Oct : 05.20 AM
Iteration 3 - 16th Oct : 05.20 AM
Iteration 4 - 16th Oct : 05.20 AM
Iteration 5 - 16th Oct : 05.20 AM
Iteration 6 - 16th Oct : 05.20 AM
Iteration 7 - 16th Oct : 05.20 AM
Iteration 8 - 16th Oct : 05.20 AM
Iteration 9 - 16th Oct : 05.20 AM
Iteration 10 - 16th Oct : 05.20 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.20 AM
Iteration 2 - 16th Oct : 05.20 AM
Iteration 3 - 16th Oct : 05.20 AM
Iteration 4 - 16th Oct : 05.20 AM
Iteration 5 - 16th Oct : 05.20 AM
Iteration 6 - 16th Oct : 05.20 AM
Iteration 7 - 16th Oct : 05.21 AM
Iteration 8 - 16th Oct : 05.21 AM
Iteration 9 - 16th Oct : 05.21 AM
Iteration 10 - 16th Oct : 05.21 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.21 AM
Iteration 2 - 16th Oct : 05.21 AM
Iteration 3 - 16th Oct : 05.21 AM
Iteration 4 - 16th Oct : 05.21 AM
Iteration 5 - 16th Oct : 05.21 AM
Iteration 6 - 16th Oct : 05.21 AM
Iteration 7 - 16th Oct : 05.21 AM
Iteration 8 - 16th Oct : 05.21 AM
Iteration 9 - 16th Oct : 05.21 AM
Iteration 10 - 16th Oct : 05.21 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.21 AM
Iteration 2 - 16th Oct : 05.21 AM
Iteration 3 - 16th Oct : 05.21 AM
Iteration 4 - 16th Oct : 05.21 AM
Iteration 5 - 16th Oct : 05.21 AM
Iteration 6 - 16th Oct : 05.21 AM
Iteration 7 - 16th Oct : 05.21 AM
Iteration 8 - 16th Oct : 05.21 AM
Iteration 9 - 16th Oct : 05.21 AM
Iteration 10 - 16th Oct : 05.21 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.21 AM
Iteration 2 - 16th Oct : 05.21 AM
Iteration 3 - 16th Oct : 05.21 AM
Iteration 4 - 16th Oct : 05.21 AM
Iteration 5 - 16th Oct : 05.21 AM
Iteration 6 - 16th Oct : 05.21 AM
Iteration 7 - 16th Oct : 05.21 AM
Iteration 8 - 16th Oct : 05.22 AM
Iteration 9 - 16th Oct : 05.22 AM
Iteration 10 - 16th Oct : 05.22 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.22 AM
Iteration 2 - 16th Oct : 05.22 AM
Iteration 3 - 16th Oct : 05.22 AM
Iteration 4 - 16th Oct : 05.22 AM
Iteration 5 - 16th Oct : 05.22 AM
Iteration 6 - 16th Oct : 05.22 AM
Iteration 7 - 16th Oct : 05.22 AM
Iteration 8 - 16th Oct : 05.22 AM
Iteration 9 - 16th Oct : 05.22 AM
Iteration 10 - 16th Oct : 05.22 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.22 AM
Iteration 2 - 16th Oct : 05.22 AM
Iteration 3 - 16th Oct : 05.22 AM
Iteration 4 - 16th Oct : 05.22 AM
Iteration 5 - 16th Oct : 05.22 AM
Iteration 6 - 16th Oct : 05.22 AM
Iteration 7 - 16th Oct : 05.22 AM
Iteration 8 - 16th Oct : 05.22 AM
Iteration 9 - 16th Oct : 05.22 AM
Iteration 10 - 16th Oct : 05.22 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.22 AM
Iteration 2 - 16th Oct : 05.22 AM
Iteration 3 - 16th Oct : 05.22 AM
Iteration 4 - 16th Oct : 05.22 AM
Iteration 5 - 16th Oct : 05.22 AM
Iteration 6 - 16th Oct : 05.22 AM
Iteration 7 - 16th Oct : 05.22 AM
Iteration 8 - 16th Oct : 05.22 AM
Iteration 9 - 16th Oct : 05.23 AM
Iteration 10 - 16th Oct : 05.23 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.23 AM
Iteration 2 - 16th Oct : 05.23 AM
Iteration 3 - 16th Oct : 05.23 AM
Iteration 4 - 16th Oct : 05.23 AM
Iteration 5 - 16th Oct : 05.23 AM
Iteration 6 - 16th Oct : 05.23 AM
Iteration 7 - 16th Oct : 05.23 AM
Iteration 8 - 16th Oct : 05.23 AM
Iteration 9 - 16th Oct : 05.23 AM
Iteration 10 - 16th Oct : 05.23 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.23 AM
Iteration 2 - 16th Oct : 05.23 AM
Iteration 3 - 16th Oct : 05.23 AM
Iteration 4 - 16th Oct : 05.23 AM
Iteration 5 - 16th Oct : 05.23 AM
Iteration 6 - 16th Oct : 05.23 AM
Iteration 7 - 16th Oct : 05.23 AM
Iteration 8 - 16th Oct : 05.23 AM
Iteration 9 - 16th Oct : 05.23 AM
Iteration 10 - 16th Oct : 05.23 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.23 AM
Iteration 2 - 16th Oct : 05.23 AM
Iteration 3 - 16th Oct : 05.23 AM
Iteration 4 - 16th Oct : 05.23 AM
Iteration 5 - 16th Oct : 05.23 AM
Iteration 6 - 16th Oct : 05.23 AM
Iteration 7 - 16th Oct : 05.23 AM
Iteration 8 - 16th Oct : 05.23 AM
Iteration 9 - 16th Oct : 05.23 AM
Iteration 10 - 16th Oct : 05.24 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.24 AM
Iteration 2 - 16th Oct : 05.24 AM
Iteration 3 - 16th Oct : 05.24 AM
Iteration 4 - 16th Oct : 05.24 AM
Iteration 5 - 16th Oct : 05.24 AM
Iteration 6 - 16th Oct : 05.24 AM
Iteration 7 - 16th Oct : 05.24 AM
Iteration 8 - 16th Oct : 05.24 AM
Iteration 9 - 16th Oct : 05.24 AM
Iteration 10 - 16th Oct : 05.24 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.24 AM
Iteration 2 - 16th Oct : 05.24 AM
Iteration 3 - 16th Oct : 05.24 AM
Iteration 4 - 16th Oct : 05.24 AM
Iteration 5 - 16th Oct : 05.24 AM
Iteration 6 - 16th Oct : 05.24 AM
Iteration 7 - 16th Oct : 05.24 AM
Iteration 8 - 16th Oct : 05.24 AM
Iteration 9 - 16th Oct : 05.24 AM
Iteration 10 - 16th Oct : 05.24 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.24 AM
Iteration 2 - 16th Oct : 05.24 AM
Iteration 3 - 16th Oct : 05.24 AM
Iteration 4 - 16th Oct : 05.24 AM
Iteration 5 - 16th Oct : 05.24 AM
Iteration 6 - 16th Oct : 05.24 AM
Iteration 7 - 16th Oct : 05.24 AM
Iteration 8 - 16th Oct : 05.24 AM
Iteration 9 - 16th Oct : 05.24 AM
Iteration 10 - 16th Oct : 05.24 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.25 AM
Iteration 2 - 16th Oct : 05.25 AM
Iteration 3 - 16th Oct : 05.25 AM
Iteration 4 - 16th Oct : 05.25 AM
Iteration 5 - 16th Oct : 05.25 AM
Iteration 6 - 16th Oct : 05.25 AM
Iteration 7 - 16th Oct : 05.25 AM
Iteration 8 - 16th Oct : 05.25 AM
Iteration 9 - 16th Oct : 05.25 AM
Iteration 10 - 16th Oct : 05.25 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.25 AM
Iteration 2 - 16th Oct : 05.25 AM
Iteration 3 - 16th Oct : 05.25 AM
Iteration 4 - 16th Oct : 05.25 AM
Iteration 5 - 16th Oct : 05.25 AM
Iteration 6 - 16th Oct : 05.25 AM
Iteration 7 - 16th Oct : 05.25 AM
Iteration 8 - 16th Oct : 05.25 AM
Iteration 9 - 16th Oct : 05.25 AM
Iteration 10 - 16th Oct : 05.25 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.25 AM
Iteration 2 - 16th Oct : 05.25 AM
Iteration 3 - 16th Oct : 05.25 AM
Iteration 4 - 16th Oct : 05.25 AM
Iteration 5 - 16th Oct : 05.25 AM
Iteration 6 - 16th Oct : 05.25 AM
Iteration 7 - 16th Oct : 05.25 AM
Iteration 8 - 16th Oct : 05.25 AM
Iteration 9 - 16th Oct : 05.25 AM
Iteration 10 - 16th Oct : 05.25 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.25 AM
Iteration 2 - 16th Oct : 05.26 AM
Iteration 3 - 16th Oct : 05.26 AM
Iteration 4 - 16th Oct : 05.26 AM
Iteration 5 - 16th Oct : 05.26 AM
Iteration 6 - 16th Oct : 05.26 AM
Iteration 7 - 16th Oct : 05.26 AM
Iteration 8 - 16th Oct : 05.26 AM
Iteration 9 - 16th Oct : 05.26 AM
Iteration 10 - 16th Oct : 05.26 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.26 AM
Iteration 2 - 16th Oct : 05.26 AM
Iteration 3 - 16th Oct : 05.26 AM
Iteration 4 - 16th Oct : 05.26 AM
Iteration 5 - 16th Oct : 05.26 AM
Iteration 6 - 16th Oct : 05.26 AM
Iteration 7 - 16th Oct : 05.26 AM
Iteration 8 - 16th Oct : 05.26 AM
Iteration 9 - 16th Oct : 05.26 AM
Iteration 10 - 16th Oct : 05.26 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.26 AM
Iteration 2 - 16th Oct : 05.26 AM
Iteration 3 - 16th Oct : 05.26 AM
Iteration 4 - 16th Oct : 05.26 AM
Iteration 5 - 16th Oct : 05.26 AM
Iteration 6 - 16th Oct : 05.26 AM
Iteration 7 - 16th Oct : 05.26 AM
Iteration 8 - 16th Oct : 05.26 AM
Iteration 9 - 16th Oct : 05.26 AM
Iteration 10 - 16th Oct : 05.26 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.26 AM
Iteration 2 - 16th Oct : 05.26 AM
Iteration 3 - 16th Oct : 05.27 AM
Iteration 4 - 16th Oct : 05.27 AM
Iteration 5 - 16th Oct : 05.27 AM
Iteration 6 - 16th Oct : 05.27 AM
Iteration 7 - 16th Oct : 05.27 AM
Iteration 8 - 16th Oct : 05.27 AM
Iteration 9 - 16th Oct : 05.27 AM
Iteration 10 - 16th Oct : 05.27 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.27 AM
Iteration 2 - 16th Oct : 05.27 AM
Iteration 3 - 16th Oct : 05.27 AM
Iteration 4 - 16th Oct : 05.27 AM
Iteration 5 - 16th Oct : 05.27 AM
Iteration 6 - 16th Oct : 05.27 AM
Iteration 7 - 16th Oct : 05.27 AM
Iteration 8 - 16th Oct : 05.27 AM
Iteration 9 - 16th Oct : 05.27 AM
Iteration 10 - 16th Oct : 05.27 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.27 AM
Iteration 2 - 16th Oct : 05.27 AM
Iteration 3 - 16th Oct : 05.27 AM
Iteration 4 - 16th Oct : 05.27 AM
Iteration 5 - 16th Oct : 05.27 AM
Iteration 6 - 16th Oct : 05.27 AM
Iteration 7 - 16th Oct : 05.27 AM
Iteration 8 - 16th Oct : 05.27 AM
Iteration 9 - 16th Oct : 05.27 AM
Iteration 10 - 16th Oct : 05.27 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.27 AM
Iteration 2 - 16th Oct : 05.27 AM
Iteration 3 - 16th Oct : 05.27 AM
Iteration 4 - 16th Oct : 05.27 AM
Iteration 5 - 16th Oct : 05.28 AM
Iteration 6 - 16th Oct : 05.28 AM
Iteration 7 - 16th Oct : 05.28 AM
Iteration 8 - 16th Oct : 05.28 AM
Iteration 9 - 16th Oct : 05.28 AM
Iteration 10 - 16th Oct : 05.28 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.28 AM
Iteration 2 - 16th Oct : 05.28 AM
Iteration 3 - 16th Oct : 05.28 AM
Iteration 4 - 16th Oct : 05.28 AM
Iteration 5 - 16th Oct : 05.28 AM
Iteration 6 - 16th Oct : 05.28 AM
Iteration 7 - 16th Oct : 05.28 AM
Iteration 8 - 16th Oct : 05.28 AM
Iteration 9 - 16th Oct : 05.28 AM
Iteration 10 - 16th Oct : 05.28 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.28 AM
Iteration 2 - 16th Oct : 05.28 AM
Iteration 3 - 16th Oct : 05.28 AM
Iteration 4 - 16th Oct : 05.28 AM
Iteration 5 - 16th Oct : 05.28 AM
Iteration 6 - 16th Oct : 05.28 AM
Iteration 7 - 16th Oct : 05.28 AM
Iteration 8 - 16th Oct : 05.28 AM
Iteration 9 - 16th Oct : 05.28 AM
Iteration 10 - 16th Oct : 05.28 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.28 AM
Iteration 2 - 16th Oct : 05.28 AM
Iteration 3 - 16th Oct : 05.28 AM
Iteration 4 - 16th Oct : 05.28 AM
Iteration 5 - 16th Oct : 05.28 AM
Iteration 6 - 16th Oct : 05.28 AM
Iteration 7 - 16th Oct : 05.29 AM
Iteration 8 - 16th Oct : 05.29 AM
Iteration 9 - 16th Oct : 05.29 AM
Iteration 10 - 16th Oct : 05.29 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.29 AM
Iteration 2 - 16th Oct : 05.29 AM
Iteration 3 - 16th Oct : 05.29 AM
Iteration 4 - 16th Oct : 05.29 AM
Iteration 5 - 16th Oct : 05.29 AM
Iteration 6 - 16th Oct : 05.29 AM
Iteration 7 - 16th Oct : 05.29 AM
Iteration 8 - 16th Oct : 05.29 AM
Iteration 9 - 16th Oct : 05.29 AM
Iteration 10 - 16th Oct : 05.29 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.29 AM
Iteration 2 - 16th Oct : 05.29 AM
Iteration 3 - 16th Oct : 05.29 AM
Iteration 4 - 16th Oct : 05.29 AM
Iteration 5 - 16th Oct : 05.29 AM
Iteration 6 - 16th Oct : 05.29 AM
Iteration 7 - 16th Oct : 05.29 AM
Iteration 8 - 16th Oct : 05.29 AM
Iteration 9 - 16th Oct : 05.29 AM
Iteration 10 - 16th Oct : 05.29 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.29 AM
Iteration 2 - 16th Oct : 05.29 AM
Iteration 3 - 16th Oct : 05.29 AM
Iteration 4 - 16th Oct : 05.29 AM
Iteration 5 - 16th Oct : 05.29 AM
Iteration 6 - 16th Oct : 05.29 AM
Iteration 7 - 16th Oct : 05.30 AM
Iteration 8 - 16th Oct : 05.30 AM
Iteration 9 - 16th Oct : 05.30 AM
Iteration 10 - 16th Oct : 05.30 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.30 AM
Iteration 2 - 16th Oct : 05.30 AM
Iteration 3 - 16th Oct : 05.30 AM
Iteration 4 - 16th Oct : 05.30 AM
Iteration 5 - 16th Oct : 05.30 AM
Iteration 6 - 16th Oct : 05.30 AM
Iteration 7 - 16th Oct : 05.30 AM
Iteration 8 - 16th Oct : 05.30 AM
Iteration 9 - 16th Oct : 05.30 AM
Iteration 10 - 16th Oct : 05.30 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.30 AM
Iteration 2 - 16th Oct : 05.30 AM
Iteration 3 - 16th Oct : 05.30 AM
Iteration 4 - 16th Oct : 05.30 AM
Iteration 5 - 16th Oct : 05.30 AM
Iteration 6 - 16th Oct : 05.30 AM
Iteration 7 - 16th Oct : 05.30 AM
Iteration 8 - 16th Oct : 05.30 AM
Iteration 9 - 16th Oct : 05.30 AM
Iteration 10 - 16th Oct : 05.30 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.30 AM
Iteration 2 - 16th Oct : 05.30 AM
Iteration 3 - 16th Oct : 05.30 AM
Iteration 4 - 16th Oct : 05.30 AM
Iteration 5 - 16th Oct : 05.30 AM
Iteration 6 - 16th Oct : 05.30 AM
Iteration 7 - 16th Oct : 05.30 AM
Iteration 8 - 16th Oct : 05.30 AM
Iteration 9 - 16th Oct : 05.31 AM
Iteration 10 - 16th Oct : 05.31 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.31 AM
Iteration 2 - 16th Oct : 05.31 AM
Iteration 3 - 16th Oct : 05.31 AM
Iteration 4 - 16th Oct : 05.31 AM
Iteration 5 - 16th Oct : 05.31 AM
Iteration 6 - 16th Oct : 05.31 AM
Iteration 7 - 16th Oct : 05.31 AM
Iteration 8 - 16th Oct : 05.31 AM
Iteration 9 - 16th Oct : 05.31 AM
Iteration 10 - 16th Oct : 05.31 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.31 AM
Iteration 2 - 16th Oct : 05.31 AM
Iteration 3 - 16th Oct : 05.31 AM
Iteration 4 - 16th Oct : 05.31 AM
Iteration 5 - 16th Oct : 05.31 AM
Iteration 6 - 16th Oct : 05.31 AM
Iteration 7 - 16th Oct : 05.31 AM
Iteration 8 - 16th Oct : 05.31 AM
Iteration 9 - 16th Oct : 05.31 AM
Iteration 10 - 16th Oct : 05.31 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.31 AM
Iteration 2 - 16th Oct : 05.31 AM
Iteration 3 - 16th Oct : 05.31 AM
Iteration 4 - 16th Oct : 05.31 AM
Iteration 5 - 16th Oct : 05.31 AM
Iteration 6 - 16th Oct : 05.31 AM
Iteration 7 - 16th Oct : 05.31 AM
Iteration 8 - 16th Oct : 05.31 AM
Iteration 9 - 16th Oct : 05.32 AM
Iteration 10 - 16th Oct : 05.32 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.32 AM
Iteration 2 - 16th Oct : 05.32 AM
Iteration 3 - 16th Oct : 05.32 AM
Iteration 4 - 16th Oct : 05.32 AM
Iteration 5 - 16th Oct : 05.32 AM
Iteration 6 - 16th Oct : 05.32 AM
Iteration 7 - 16th Oct : 05.32 AM
Iteration 8 - 16th Oct : 05.32 AM
Iteration 9 - 16th Oct : 05.32 AM
Iteration 10 - 16th Oct : 05.32 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.32 AM
Iteration 2 - 16th Oct : 05.32 AM
Iteration 3 - 16th Oct : 05.32 AM
Iteration 4 - 16th Oct : 05.32 AM
Iteration 5 - 16th Oct : 05.32 AM
Iteration 6 - 16th Oct : 05.32 AM
Iteration 7 - 16th Oct : 05.32 AM
Iteration 8 - 16th Oct : 05.32 AM
Iteration 9 - 16th Oct : 05.32 AM
Iteration 10 - 16th Oct : 05.32 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.32 AM
Iteration 2 - 16th Oct : 05.32 AM
Iteration 3 - 16th Oct : 05.32 AM
Iteration 4 - 16th Oct : 05.32 AM
Iteration 5 - 16th Oct : 05.32 AM
Iteration 6 - 16th Oct : 05.32 AM
Iteration 7 - 16th Oct : 05.32 AM
Iteration 8 - 16th Oct : 05.32 AM
Iteration 9 - 16th Oct : 05.32 AM
Iteration 10 - 16th Oct : 05.33 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.33 AM
Iteration 2 - 16th Oct : 05.33 AM
Iteration 3 - 16th Oct : 05.33 AM
Iteration 4 - 16th Oct : 05.33 AM
Iteration 5 - 16th Oct : 05.33 AM
Iteration 6 - 16th Oct : 05.33 AM
Iteration 7 - 16th Oct : 05.33 AM
Iteration 8 - 16th Oct : 05.33 AM
Iteration 9 - 16th Oct : 05.33 AM
Iteration 10 - 16th Oct : 05.33 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.33 AM
Iteration 2 - 16th Oct : 05.33 AM
Iteration 3 - 16th Oct : 05.33 AM
Iteration 4 - 16th Oct : 05.33 AM
Iteration 5 - 16th Oct : 05.33 AM
Iteration 6 - 16th Oct : 05.33 AM
Iteration 7 - 16th Oct : 05.33 AM
Iteration 8 - 16th Oct : 05.33 AM
Iteration 9 - 16th Oct : 05.33 AM
Iteration 10 - 16th Oct : 05.33 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.33 AM
Iteration 2 - 16th Oct : 05.33 AM
Iteration 3 - 16th Oct : 05.33 AM
Iteration 4 - 16th Oct : 05.33 AM
Iteration 5 - 16th Oct : 05.33 AM
Iteration 6 - 16th Oct : 05.33 AM
Iteration 7 - 16th Oct : 05.33 AM
Iteration 8 - 16th Oct : 05.33 AM
Iteration 9 - 16th Oct : 05.33 AM
Iteration 10 - 16th Oct : 05.33 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.33 AM
Iteration 2 - 16th Oct : 05.34 AM
Iteration 3 - 16th Oct : 05.34 AM
Iteration 4 - 16th Oct : 05.34 AM
Iteration 5 - 16th Oct : 05.34 AM
Iteration 6 - 16th Oct : 05.34 AM
Iteration 7 - 16th Oct : 05.34 AM
Iteration 8 - 16th Oct : 05.34 AM
Iteration 9 - 16th Oct : 05.34 AM
Iteration 10 - 16th Oct : 05.34 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.34 AM
Iteration 2 - 16th Oct : 05.34 AM
Iteration 3 - 16th Oct : 05.34 AM
Iteration 4 - 16th Oct : 05.34 AM
Iteration 5 - 16th Oct : 05.34 AM
Iteration 6 - 16th Oct : 05.34 AM
Iteration 7 - 16th Oct : 05.34 AM
Iteration 8 - 16th Oct : 05.34 AM
Iteration 9 - 16th Oct : 05.34 AM
Iteration 10 - 16th Oct : 05.34 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.34 AM
Iteration 2 - 16th Oct : 05.34 AM
Iteration 3 - 16th Oct : 05.34 AM
Iteration 4 - 16th Oct : 05.34 AM
Iteration 5 - 16th Oct : 05.34 AM
Iteration 6 - 16th Oct : 05.34 AM
Iteration 7 - 16th Oct : 05.34 AM
Iteration 8 - 16th Oct : 05.34 AM
Iteration 9 - 16th Oct : 05.34 AM
Iteration 10 - 16th Oct : 05.34 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.34 AM
Iteration 2 - 16th Oct : 05.35 AM
Iteration 3 - 16th Oct : 05.35 AM
Iteration 4 - 16th Oct : 05.35 AM
Iteration 5 - 16th Oct : 05.35 AM
Iteration 6 - 16th Oct : 05.35 AM
Iteration 7 - 16th Oct : 05.35 AM
Iteration 8 - 16th Oct : 05.35 AM
Iteration 9 - 16th Oct : 05.35 AM
Iteration 10 - 16th Oct : 05.35 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.35 AM
Iteration 2 - 16th Oct : 05.35 AM
Iteration 3 - 16th Oct : 05.35 AM
Iteration 4 - 16th Oct : 05.35 AM
Iteration 5 - 16th Oct : 05.35 AM
Iteration 6 - 16th Oct : 05.35 AM
Iteration 7 - 16th Oct : 05.35 AM
Iteration 8 - 16th Oct : 05.35 AM
Iteration 9 - 16th Oct : 05.35 AM
Iteration 10 - 16th Oct : 05.35 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.35 AM
Iteration 2 - 16th Oct : 05.35 AM
Iteration 3 - 16th Oct : 05.35 AM
Iteration 4 - 16th Oct : 05.35 AM
Iteration 5 - 16th Oct : 05.35 AM
Iteration 6 - 16th Oct : 05.35 AM
Iteration 7 - 16th Oct : 05.35 AM
Iteration 8 - 16th Oct : 05.35 AM
Iteration 9 - 16th Oct : 05.35 AM
Iteration 10 - 16th Oct : 05.35 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.35 AM
Iteration 2 - 16th Oct : 05.35 AM
Iteration 3 - 16th Oct : 05.36 AM
Iteration 4 - 16th Oct : 05.36 AM
Iteration 5 - 16th Oct : 05.36 AM
Iteration 6 - 16th Oct : 05.36 AM
Iteration 7 - 16th Oct : 05.36 AM
Iteration 8 - 16th Oct : 05.36 AM
Iteration 9 - 16th Oct : 05.36 AM
Iteration 10 - 16th Oct : 05.36 AM


Round 1 - Start Time: 04.30 AM
Iteration 1 - 16th Oct : 05.36 AM
Iteration 2 - 16th Oct : 05.36 AM
Iteration 3 - 16th Oct : 05.36 AM
Iteration 4 - 16th Oct : 05.36 AM
Iteration 5 - 16th Oct : 05.36 AM
